20210126,福田区,上下沙,高楼层正规电梯两房，使用率高，采光棒必看好房,498万,高楼层                                    (共9层)                                                                      | 2003年建 |                                2室1厅 | 54.04平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/453b7da7-1aad-408b-a690-d15b314ea9d5_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,碧海红树园花园大社区方正大三房,1050万,低楼层                                    (共32层)                                                                      | 2004年建 |                                3室1厅 | 108.6平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/b57d6c61-feb7-4bfb-be33-990d01705e42_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,地铁口物业 车位充足 配套齐全 交通便利 安静高层观景,320万,高楼层                                    (共30层)                                                                      | 2014年建 |                                1室1厅 | 41.19平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/fd992b38-6ea9-4e08-8da2-3c6af344ac26.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,业主诚心出售，满五年低税费、你心之所向,670万,高楼层                                    (共7层)                                                                      | 1998年建 |                                2室1厅 | 84.67平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/deca814a-111e-4f2d-85ba-521f2e6ab70c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,地铁口物业 满五唯一 大阳台 业主诚心出售新上,460万,中楼层                                    (共28层)                                                                      | 2005年建 |                                1室1厅 | 41.93平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/standard_40de2a02-8059-4aee-b0b2-2b105af22252.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,业主诚心出售，地铁口物业，方正一房,510万,中楼层                                    (共28层)                                                                      | 2005年建 |                                1室1厅 | 39.04平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/30ee4cd3-2573-4bf9-9839-5eff22935910.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,此房满五年唯一，东南视野采光好，阳台2个！车位2个,2980万,低楼层                                    (共45层)                                                                      | 2014年建 |                                5室2厅 | 226.81平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/a93a8421-4121-46db-bc5f-4bf516e6a895.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,福荣绿道旁 满五年，红本在手，大户型标准三房,1450万,高楼层                                    (共33层)                                                                      | 2004年建 |                                3室1厅 | 136.09平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/test-cfd710ae-7b61-47ab-92ff-4fb9a5f7e172.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,满五年，红本，税费少，楼层佳 采光充足,880万,中楼层                                    (共33层)                                                                      | 2002年建 |                                3室1厅 | 86.62平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/standard_d51e3b96-d611-49d9-9766-c596715b7419.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,地铁口物业，精装修，满五年唯一，业主诚心卖,305万,低楼层                                    (共28层)                                                                      | 2005年建 |                                1室0厅 | 31.22平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/d49215b7-cbd9-4275-9e91-f04d7d847dc4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,碧海大社区 高层景观视野好 车位充足 交通便利,1250万,高楼层                                    (共33层)                                                                      | 2003年建 |                                3室2厅 | 122平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/8cd9b7e0-ce12-4733-9db6-9f7809cfd372.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,碧海红树园朝南看海，红本在手，满五唯一，诚心放卖,1250万,低楼层                                    (共33层)                                                                      | 2003年建 |                                3室2厅 | 133.37平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/55552933-205c-4796-9ce1-15cb2deb81a1.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,kkone商圈南向两房，次新小区带精装,670万,中楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 78.68平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/65ba49c7-73a1-4001-be0f-df92cd17d83d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,一线海景房，景观好，视野开阔。,580万,高楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 68平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/0ab076c5-e237-42d3-99bc-ac1909ab4896.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,15年次新房，地铁口物业 车位充足 配套齐全 安静,450万,低楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 58.88平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/dce84b5d-546b-47ea-807f-8e7cceb972a4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,福田刚需小户型 满五年 一房 楼梯房,245万,高楼层                                    (共7层)                                                                      | 1993年建 |                                1室1厅 | 35.14平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/83bce467-0c9d-4c50-952c-c88eae158397.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,鸿景湾看海景标准四房，视野开阔，风景宜人,1230万,高楼层                                    (共33层)                                                                      | 2002年建 |                                4室1厅 | 133.1平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/c50e3261-65a1-4636-b7b8-49067019ec3e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,福田大金沙区域，地铁口物业，配套完善,245万,高楼层                                    (共6层)                                                                      | 1993年建 |                                1室0厅 | 35.04平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/02edec2c-0159-4ac3-8e78-288e7a62c419.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,京基滨河时代 3室1厅 南,1730万,低楼层                                    (共45层)                                                                      | 2014年建 |                                3室1厅 | 156.9平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/ffebe7b4-0a96-4808-9acd-6e02a6475c64.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,红本大一房，看亚朵酒店。小区1000多户此户型25户,465万,低楼层                                    (共30层)                                                                      | 2014年建 |                                1室1厅 | 62.26平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/8aff27c2-342e-406f-ac4a-dad9f631f480.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,一房保养佳，红本在手诚心出售。地铁口物业,310万,低楼层                                    (共30层)                                                                      | 2014年建 |                                1室1厅 | 40.97平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/prod-2fe3a235-84fd-4ba4-8398-e380fa2ed697.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,高层东北向，视野好，业主诚信出售。,550万,高楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 71.73平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/0a6893dd-c3e6-4691-9a6a-8b1eba525c46.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,花好园 1室1厅 北,460万,高楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 40.76平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/prod-71229749-c528-4cad-abe7-eee43cb7bf87.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,高层朝南看花园的一房，客厅出阳台，采光通风好,410万,高楼层                                    (共28层)                                                                      | 2005年建 |                                1室1厅 | 38.97平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/ab978f28-1463-4aa3-8991-c879dcb3e06f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,京基滨河时代 2室1厅 东北,580万,中楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 67.22平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/4306aac2-9577-486f-aaac-7a05d1da44f1.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,车公庙商圈小户型，业主诚心卖，可租可自住,280万,高楼层                                    (共6层)                                                                      | 1993年建 |                                1室0厅 | 35.12平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/8474b125-72f6-4303-a15c-b339f5a17bbd.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,红树家邻  户型方正两房 配套齐全 业主诚心出售,495万,中楼层                                    (共9层)                                                                      | 2003年建 |                                2室1厅 | 52.29平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/3df67353-4bc6-403d-baab-c42e94da193c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,车公庙下沙，高层精装两房，小区车位充足，诚心出售,580万,高楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 65.5平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/0920fef7-e901-4903-916c-7872ac653652.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,碧海红树园 通风视野好  业主诚心出售,1598万,中楼层                                    (共32层)                                                                      | 2004年建 |                                3室1厅 | 140.45平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/prod-502339df-9797-4224-b950-b7b932e59412.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,满五年，红本，产权清晰、装修好、带固定车位,1400万,低楼层                                    (共33层)                                                                      | 2003年建 |                                4室1厅 | 156.8平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/077654f4-6063-49db-b09f-122a5a0c2ef4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,东南清晨的阳光伴随起床，满是温暖的味道,1880万,中楼层                                    (共45层)                                                                      | 2014年建 |                                3室2厅 | 156.15平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/2895ab39-cca5-42c6-8423-5d11af58ca18.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,花好园 1室0厅 北,300万,高楼层                                    (共28层)                                                                      | 2005年建 |                                1室0厅 | 30.62平米                                  | 北,http://ke-image.ljcdn.com/440300-frame/87a7477f-eadf-4a5f-a3cf-a34d0b12ef82.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,大金沙改造，地铁口物业，交通便利，位置佳,300万,低楼层                                    (共30层)                                                                      | 2014年建 |                                1室1厅 | 41.19平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/fd992b38-6ea9-4e08-8da2-3c6af344ac26.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,高层，安静南向看海景，视野开阔,580万,高楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 68.02平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/0ab076c5-e237-42d3-99bc-ac1909ab4896.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,满五唯一红本 精装买来拎包入住 高层视野开阔,500万,高楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 38.37平米                                  | 东南 北,http://ke-image.ljcdn.com/hdic-frame/bfbb552e-3328-434a-941f-b81baddc52f7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,诚心出售，视野开阔，看房方便。,2400万,高楼层                                    (共46层)                                                                      | 2007年建 |                                5室2厅 | 251.77平米                                  | 南 西南,http://ke-image.ljcdn.com/440300-frame/a2e60b57-9ef2-43e6-9f04-928520f7ef08.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,KKONE京基一房，地铁口物业，视野开阔,300万,高楼层                                    (共30层)                                                                      | 2014年建 |                                1室1厅 | 40.74平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/fd992b38-6ea9-4e08-8da2-3c6af344ac26.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,京基滨河时代一房一厅，朝南看海景,335万,中楼层                                    (共30层)                                                                      | 2014年建 |                                1室1厅 | 43.04平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/ad682911-2d4a-4f48-8795-b4dc00edb1de.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,大金沙头排，地铁无缝接驳，户型方正带阳台,520万,高楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 68平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/a2b569a3-7ee3-4940-81e0-fb0f2084b289.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,万科金域蓝湾 高层复式 看海景 少有放卖,3490万,高楼层                                    (共33层)                                                                      | 2003年建 |                                6室2厅 | 262.82平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/c6dfd0f6-597e-4d0d-a4c1-d096e6bf1170.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,京基滨河优质一房，看花园安静宜居！！,298万,中楼层                                    (共30层)                                                                      | 2014年建 |                                1室1厅 | 40.86平米                                  | 东北,http://ke-image.ljcdn.com/440300-inspection/ba8ff827-080d-4fa0-940e-278bb1fda370.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,京基滨河时代 1房1厅 南向 看房方便,328万,低楼层                                    (共30层)                                                                      | 2014年建 |                                1室1厅 | 43.39平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/480f99f1-8ff0-4d5a-8c9a-ad680789d3a9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,满二年，商务公寓，15年次新房精装修,500万,中楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 67.31平米                                  | 东北,http://ke-image.ljcdn.com/440300-inspection/5bfb23b1-1240-482b-a457-91bfb2d86939.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,万科护航 看园景安静舒适 装修年轻化,800万,低楼层                                    (共34层)                                                                      | 2003年建 |                                2室1厅 | 78.5平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/a55763b4-e1b8-4f2c-8980-2617c8b55fc5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,京基滨河时代高楼层两房，业主诚心出售,480万,高楼层                                    (共30层)                                                                      | 2014年建 |                                2室1厅 | 59.29平米                                  | 东北,http://ke-image.ljcdn.com/440300-inspection/678441d6-ee1c-4537-a63f-8edf61ec7584.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,京基滨河时代 3室1厅 南,2100万,中楼层                                    (共65层)                                                                      | 2015年建 |                                3室1厅 | 283.5平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,上下沙,下沙地铁口精致一房一厅，业主急售,440万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 42.07平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210126,福田区,上下沙,京基滨河时代 1室1厅 东北新上,305万,中楼层                                    (共30层)                                                                      | 2014年建 |                                1室1厅 | 41.19平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/fd992b38-6ea9-4e08-8da2-3c6af344ac26.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,方正两房带大阳台，看花园看海景,820万,低楼层                                    (共33层)                                                                      | 2002年建 |                                2室1厅 | 81.68平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/b0b4befe-3075-459d-bb9b-c1d5e4757b6a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,上下沙,万科金域蓝湾精致三房，客厅出阳台，户型方正。,1050万,中楼层                                    (共33层)                                                                      | 2003年建 |                                3室1厅 | 93平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-928cf0c7-2863-4b4a-83a8-0113f9b543aa.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
