20210126,龙岗区,龙岗双龙,二加一房，中间楼层，厅出阳台，西南向必看好房,280万,中楼层                                    (共30层)                                                                      | 2015年建 |                                3室1厅 | 81.03平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_PabITpctO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗 次新房 五期大社区 新装修 可以拎包入住,450万,低楼层                                    (共31层)                                                                      | 2017年建 |                                3室2厅 | 89.2平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_0wukONFHj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房一手业主次新房，满两年税少  生活配套齐全,350万,低楼层                                    (共31层)                                                                  3室2厅 | 88.03平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_8eNX9FTN0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,业主诚心出售 精装修 次新房 中高楼层 采光充足,315万,高楼层                                    (共31层)                                                                      | 2017年建 |                                2室2厅 | 69平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_75XpEPfur.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房近南联地铁  中楼层 东西通采光好 花园小区必看好房,269万,中楼层                                    (共6层)                                                                      | 2001年建 |                                2室2厅 | 85.08平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_9RxNgYJ4E_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,成熟居家，通风采光好,精装修大三房,305万,高楼层                                    (共6层)                                                                      | 2003年建 |                                3室1厅 | 110.77平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_m0v9vbjPm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,东方瑞景苑 3室2厅 东北,360万,中楼层                                    (共27层)                                                                      | 2011年建 |                                3室2厅 | 89.13平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_o2VZhd3RG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,海航城精装三房 客厅正出阳台 东南看南苑 安静,360万,中楼层                                    (共27层)                                                                      | 2015年建 |                                3室2厅 | 66.6平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_EdVNYAKsj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双龙地铁口 精装两房 满五唯一 看山景,290万,中楼层                                    (共27层)                                                                      | 2009年建 |                                2室1厅 | 67.69平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_UDcBWyyRg.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,地铁口次新小区 环境好 业主诚心出售,665万,高楼层                                    (共31层)                                                                      | 2013年建 |                                4室2厅 | 120.68平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_bnDd7qPzG.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,3号线双龙地铁口物业，小户型，总价低，配套成熟,160万,中楼层                                    (共23层)                                                                      | 2011年建 |                                1室1厅 | 35.28平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_kqPYlmdrF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满京华喜悦里 2室0厅 东 东南,310万,中楼层                                    (共25层)                                                                      | 2014年建 |                                2室0厅 | 84.93平米                                  | 东 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_9twgGvidw_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房已经满2年，采光很好，业主诚心出售,660万,高楼层                                    (共46层)                                                                      | 2017年建 |                                5室2厅 | 155.88平米                                  | 北 南,http://ke-image.ljcdn.com/110000-inspection/pc1_YmfisAnzE_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年  红本在手  双卧室朝南向看花园,330万,中楼层                                    (共9层)                                                                      | 2008年建 |                                2室2厅 | 85.14平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_c8e6vAQrF.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,五期开发 龙园大观 户型方正 采光好,670万,低楼层                                    (共46层)                                                                      | 2017年建 |                                5室2厅 | 155.9平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_RzKXYB1Wi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,小户型住宅 使用空间大  双地铁  楼下沃尔玛,135万,低楼层                                    (共23层)                                                                      | 2011年建 |                                1室0厅 | 36.5平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_Dm9HPt56W_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年，精装修，高楼层，户型方正，看房方便,345万,高楼层                                    (共31层)                                                                      | 2010年建 |                                2室2厅 | 81.96平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_beEDRrK3c_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双地铁口 正规一房一厅精装 拎包入住 可随时看房,210万,中楼层                                    (共23层)                                                                      | 2011年建 |                                1室1厅 | 49平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_OD7OmMEhl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,环境好 楼层适中 装修 维护好 干净整洁 安静舒适！,543万,低楼层                                    (共26层)                                                                      | 2008年建 |                                3室2厅 | 142.82平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_tVTFvDpEb_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,标准3房2厅， 住公园旁边的家，住家理想选择。,378万,高楼层                                    (共34层)                                                                      | 2017年建 |                                3室2厅 | 89.69平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_zywX1mW4C_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗次新房 精致四房 地铁口物业,425万,低楼层                                    (共28层)                                                                      | 2015年建 |                                4室1厅 | 87.72平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_aOxoXJk6r_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,精装两房，配家电，花园式小区。,233万,低楼层                                    (共24层)                                                                      | 2008年建 |                                2室1厅 | 62.07平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_ekCvTvqID_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,精装修 业主赎楼 诚心出售 价位低,285万,中楼层                                    (共7层)                                                                      | 1993年建 |                                3室2厅 | 92.72平米                                  | 东 东南 南,http://ke-image.ljcdn.com/110000-inspection/pc1_remA3pV4E_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,近地铁口高楼层三房 朝南看花园 户型方正视野好,450万,高楼层                                    (共31层)                                                                      | 2014年建 |                                3室1厅 | 88.11平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_KCdB7236x_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,近3号线地铁，看公园，德沁苑三房 满五唯一 红本在手,400万,高楼层                                    (共11层)                                                                      | 2008年建 |                                3室2厅 | 84.03平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ZnHTshEtU.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,公司名下物业，佳兆业品牌开发。,280万,低楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 77平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/pc1_cXn5xpbHB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,海航城 精装3房  中高层  安静 通风采光好，满2诚心,450万,高楼层                                    (共28层)                                                                      | 2015年建 |                                3室2厅 | 89.98平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_I6MVAlVTK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,户型方正,满五年税费少,地铁口拎包入住必看好房,350万,低楼层                                    (共27层)                                                                      | 2009年建 |                                3室2厅 | 99.69平米                                  | 东南 南,http://ke-image.ljcdn.com/110000-inspection/pc1_KdyJfSsEJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,公园旁，天然氧吧，南北通，满两年欠款少,370万,中楼层                                    (共33层)                                                                      | 2017年建 |                                3室2厅 | 88.99平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_Mbe0tnDoj.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,看花园小区，住家安静，业主诚心卖房，随时方便看房,260万,低楼层                                    (共30层)                                                                  2室2厅 | 68.55平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_F7hAbJX6g_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙园印象精装修2房，采光好，户型方正。必看好房,245万,高楼层                                    (共18层)                                                                      | 2007年建 |                                2室1厅 | 49.98平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_Lk5d8UDr0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁口物业 满五年红本 正规大四房，高层采光好,550万,高楼层                                    (共31层)                                                                      | 2010年建 |                                4室2厅 | 144.88平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_NueO4eeo3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,业主诚售 满五唯一少税 南北通 安静住家 大三房必看好房,320万,中楼层                                    (共6层)                                                                      | 2004年建 |                                3室2厅 | 102.48平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_kROxRG2EW.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,户型通透 楼下是沃尔玛  旁边是龙园公园,360万,低楼层                                    (共27层)                                                                      | 2011年建 |                                3室2厅 | 89.13平米                                  | 东北,http://ke-image.ljcdn.com/440300-inspection/pc1_qwgKd6Ugn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,业主急卖 带玻璃顶30平房大平台 户型方正南北通户型,415万,低楼层                                    (共31层)                                                                      | 2010年建 |                                3室2厅 | 89.2平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/pc1_3Jh4atos8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双地铁口物业，精装三房，户型方正,450万,中楼层                                    (共26层)                                                                      | 2011年建 |                                3室1厅 | 88.98平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_3relbjThd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满京华 业主诚心出售 办公楼 看房方便,268万,中楼层                                    (共25层)                                                                      | 2014年建 |                                2室1厅 | 95.08平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_r4jF8XPuS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,海航城 满五年欠款少 南北朝向精装4房  没增值税,450万,低楼层                                    (共33层)                                                                      | 2016年建 |                                4室2厅 | 89.45平米                                  | 东北,http://ke-image.ljcdn.com/440300-inspection/pc1_DAQuYwkVo.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子方正户型实用 安静 适合居家,275万,中楼层                                    (共6层)                                                                      | 2006年建 |                                3室1厅 | 97.07平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_uJcuNbdxJ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满二年靠八仙岭公园，业主急售，户型方正，正规两房必看好房,265万,中楼层                                    (共9层)                                                                      | 2008年建 |                                2室2厅 | 63平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_TJID7199P_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,89平方4房，双卫 ，装修保养好，满五年！,425万,低楼层                                    (共26层)                                                                      | 2011年建 |                                4室2厅 | 88.75平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_U9vBvuDVQ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年西班牙风情小区，优质带地下室一楼洋房，精装修,610万,低楼层                                    (共6层)                                                                      | 2006年建 |                                4室2厅 | 145.75平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-0b961d2b-655f-4b34-acda-1be63d89f640.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,看房很方便，地段适合居住，看房可以帮忙陪看,396万,中楼层                                    (共33层)                                                                      | 2017年建 |                                3室2厅 | 89.01平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_9eCF2H5n4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,精致一房，居家舒适，地铁口，楼下沃尔玛,320万,低楼层                                    (共27层)                                                                      | 2011年建 |                                2室2厅 | 75平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_jqB61ibxn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一 房子看房方便业主诚心出售,400万,低楼层                                    (共25层)                                                                      | 2007年建 |                                3室2厅 | 108.39平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/pc1_33SS3AqMI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,红本在手  满五唯一  楼层好   采光充足必看好房,322万,中楼层                                    (共6层)                                                                      | 2003年建 |                                2室2厅 | 89.58平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_XUwGYh1u4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,东方瑞景苑盛平百货楼上  住宅两房 红本在手,250万,高楼层                                    (共23层)                                                                      | 2011年建 |                                2室2厅 | 61.54平米                                  | 西北,http://ke-image.ljcdn.com/440300-inspection/pc1_Mcsv9Unoj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,风临四季电梯南北朝向三房，中间楼层，采光视野好,345万,中楼层                                    (共11层)                                                                      | 2006年建 |                                3室2厅 | 104.67平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/pc1_BkcY6CFAz.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房精装修，业主自住 视野开阔，房子满两年，看花园,450万,低楼层                                    (共29层)                                                                      | 2014年建 |                                3室2厅 | 88.73平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_z8ydSJq6F.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,水岸大洋房，小区中间尽享园林风光，红本在手,560万,低楼层                                    (共6层)                                                                      | 2006年建 |                                4室2厅 | 144.09平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_e6xni17s2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,公司名下，总价低，单价低，毛坯,250万,高楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 58.93平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/pc1_m5paYdlRn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,地铁口 仙田 朝南看小区花园 户型方正 装修好看房方便,300万,中楼层                                    (共28层)                                                                      | 2007年建 |                                2室1厅 | 77.56平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_j5Bk8E5zP.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子精装修，东南朝向，户型方正，客厅出阳台,450万,高楼层                                    (共46层)                                                                      | 2017年建 |                                3室2厅 | 88.01平米                                  | 西 西北,http://ke-image.ljcdn.com/440300-inspection/pc1_p3YPxP0jU.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,独享园林公园天然氧吧 精装三房 视野好 业主诚意出售,380万,高楼层                                    (共33层)                                                                      | 2017年建 |                                3室2厅 | 89平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_d3tXhEAbe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗南联满五年，红本在手，顶层复式,580万,高楼层                                    (共9层)                                                                      | 2008年建 |                                4室2厅 | 129.33平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_at23wYcA7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,东方瑞景苑 单身公寓一房 高楼层无遮挡 采光通风好,139万,高楼层                                    (共23层)                                                                      | 2011年建 |                                1室1厅 | 36.46平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_ULz5zac4C.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,精装修，一栋位置，朝南看公园，满两年，售625万,666万,低楼层                                    (共23层)                                                                      | 2010年建 |                                4室2厅 | 163.89平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_ciS71iUqn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗龙园大观 南北通五房 业主诚心卖,698万,低楼层                                    (共31层)                                                                      | 2017年建 |                                5室2厅 | 166.1平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-daee790e-3fa5-4270-9898-30344d550947.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,劲嘉龙园印象 3室2厅 东,380万,低楼层                                    (共15层)                                                                      | 2007年建 |                                3室2厅 | 74.35平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/prod-98bd2d36-1274-4e54-83d4-3727ab8d4ac8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一  南联地铁站次新小区 南北双阳台 通风采光好,720万,低楼层                                    (共30层)                                                                      | 2014年建 |                                4室2厅 | 149.43平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-9d1af173-a22a-485f-9a1a-ec6e5ecf03eb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,鹏达花园 电梯三房 业主自住 诚心出售 满两年必看好房,235万,中楼层                                    (共8层)                                                                      | 2004年建 |                                3室2厅 | 76.84平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-9067158f-f881-4d4c-96be-05bc319a6ba9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,楼下沃尔玛，地铁口，户型方正。,330万,低楼层                                    (共27层)                                                                      | 2011年建 |                                3室1厅 | 89.43平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-b865b3d4-ca45-451d-a767-c11a68975cd5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满二税少 业主诚心卖 明厨明卫 标准两房  楼层适中,300万,低楼层                                    (共32层)                                                                      | 2014年建 |                                2室1厅 | 79.18平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_muxqkdAdF.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一 南联地铁口精装4房 南北通透户型好,530万,低楼层                                    (共31层)                                                                      | 2010年建 |                                4室1厅 | 144.93平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-8110de0b-8a02-41c0-af58-54bbb2f37ad0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,业主诚心，看房方便，近地铁，实用率高,619万,中楼层                                    (共16层)                                                                      | 2008年建 |                                4室2厅 | 171.78平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_TTmYqVBjB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙园大观 好户型 朝南看花园 业主诚心卖,460万,中楼层                                    (共43层)                                                                      | 2017年建 |                                4室2厅 | 89平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-eae57fa1-00ec-46b7-895c-7f03e19ebb86.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子精装修 标准比较高 离地铁站200米距离 户型方正,680万,低楼层                                    (共28层)                                                                      | 2015年建 |                                5室2厅 | 142.08平米                                  | 东南 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ZKMm3nyiI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,地铁口 成熟的配套 生活便利 正规两房,280万,高楼层                                    (共16层)                                                                      | 2005年建 |                                2室2厅 | 74.99平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/pc1_Id83tuyeS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年，税费少，房子光线优质。,350万,高楼层                                    (共9层)                                                                      | 2007年建 |                                2室2厅 | 73平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-42a08d40-7f44-48dc-83f7-d46fe10031a6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,国庆必看好房，精装单间，阳光通风都很好，朝南大阳台,98万,高楼层                                    (共6层)                                                                      | 2006年建 |                                1室0厅 | 31.8平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-b36031c1-04b8-49e2-a016-a409061fe6bd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,公园旁，满五年大两房 ，诚心出售.,290万,低楼层                                    (共9层)                                                                      | 2008年建 |                                2室1厅 | 78.38平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-5f4d5fed-0801-4200-a6f0-bf70c944dd85.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,地铁口物业 满五年红本在手 毛坯.,448万,中楼层                                    (共16层)                                                                      | 2007年建 |                                4室2厅 | 116.27平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-ae7853b2-dafc-41f1-ad99-b0697b9ed656.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房满两年 税费少 业主诚心出售 户型方正 总价低必看好房,105万,低楼层                                    (共6层)                                                                      | 2006年建 |                                1室1厅 | 32.02平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_r759FH3lr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,经典大4房  南北通风  采光佳  住家选择之地,550万,低楼层                                    (共32层)                                                                      | 2014年建 |                                4室1厅 | 140.12平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-003ca3f5-1e66-4dcf-a985-50ecdc503e86.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年唯一 无增值税  双龙地铁口 怡龙枫景圆 精装,350万,低楼层                                    (共26层)                                                                      | 2011年建 |                                2室1厅 | 74.34平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-98118e8e-a932-406e-a698-e53e6bfd4a72.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,聚龙苑 精装修 南北通透 满五唯一  税费少必看好房,410万,高楼层                                    (共16层)                                                                      | 2008年建 |                                4室2厅 | 119.62平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-d9a56083-5c88-475a-91e3-1f8eda37f746.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙园印象精装3房   近公园 业主急卖,315万,中楼层                                    (共15层)                                                                      | 2007年建 |                                3室1厅 | 71.55平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_NUiVkDexN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,看湖景看泳池的小洋房，精装大四房,420万,高楼层                                    (共6层)                                                                      | 2006年建 |                                4室2厅 | 121.5平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_vasWKxnf4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,精装小复式业主诚心出售，看花园,380万,高楼层                                    (共9层)                                                                      | 2007年建 |                                4室2厅 | 99.61平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-3a34103f-de50-4921-a227-2c6c555c808a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子精装修，业主诚心卖，户型方正。必看好房,260万,低楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 77.28平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-81d76154-d575-4492-97cd-f5300bc91aa6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双拼户型，总价低，单价低，税费少，装修也可以必看好房,290万,低楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 80.94平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/pc1_aXJWemJXj.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗南联地铁口 满京华喜悦里 公寓两房 醇熟配套,330万,中楼层                                    (共25层)                                                                      | 2014年建 |                                2室1厅 | 84.92平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-f64e70f7-8b97-4f02-bb79-fcf8f02204ea.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,花园小区 .近地铁. 商场配套齐,680万,高楼层                                    (共31层)                                                                      | 2013年建 |                                4室2厅 | 120.67平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-2c2405b0-4702-42f7-bbeb-e02345e7ca30.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,东方瑞景苑 无遮挡 方正两房 简单装修 有钥匙,300万,中楼层                                    (共27层)                                                                      | 2011年建 |                                2室2厅 | 71.87平米                                  | 西南 西,http://ke-image.ljcdn.com/440300-inspection/test-007bbdf7-1b4b-4c79-ba33-67e96cfd72ca.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联正地铁口物业，住家精装修，带大阳台,450万,低楼层                                    (共32层)                                                                      | 2014年建 |                                3室2厅 | 79.95平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-de668755-83ee-4c0b-ad7e-6960721892b0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
