20210128,天河,珠江新城西,漾晴居 高楼层 品质小区 间隔方正 实用率高 近地铁必看好房,988万,高楼层                                    (共33层)                                                                      | 2001年建 |                                3室2厅 | 93.84平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_C8LzI8Qij_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,配套齐全，交通便利，总价低，位置优越,310万,低楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 38.9平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_oVS5otbJa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,户型方正实用，可明火，可注册，宜居宜商,200万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 51.23平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ZHKXoUcx6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,碧海湾 高楼层 户型方正 保养好,1835万,高楼层                                    (共28层)                                                                      | 2003年建 |                                4室2厅 | 243.91平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ikrdcwufp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠城南向大两房 户型方正 安静舒适 交通便利必看好房,675万,低楼层                                    (共25层)                                                                      | 2002年建 |                                2室2厅 | 85.82平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_M0Gkv2IAU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈丰，采光充足，配套完善，装修保养好。,220万,低楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 33平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/pc1_9GwTBUuR5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈丰大厦 1室1厅 西,200万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 51.23平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/pc1_ol8nEKfqZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈力大厦，中高层一房，采光明亮,180万,中楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 50.26平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/2f842ff6-47af-4a70-b860-1c190b08afcc_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,电梯高层一房一厅，采光充足，装修保养好,480万,高楼层                                    (共32层)                                                                      | 2007年建 |                                1室1厅 | 91.31平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/18ac067e-b8c9-47c6-b5be-d9ef2aaa5e3d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈丰大厦 复式单位 高楼层景  视野开阔,308万,高楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 52.87平米                                  | 西,http://ke-image.ljcdn.com/440100-inspection/prod-de542e9c-c291-4c41-a5c2-9b22e1c7f2b2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,南天广场 东北大四房 交通方便 位置好,930万,中楼层                                    (共33层)                                                                      | 1997年建 |                                4室2厅 | 162.52平米                                  | 东 北,http://ke-image.ljcdn.com/110000-inspection/pc1_U2zd5Mihd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇国际大厦 装修保养好 业主诚意出售,270万,中楼层                                    (共28层)                                                                      | 2003年建 |                                1室0厅 | 44.59平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/prod-a37d9586-eaa9-43f4-859e-fbf6a814adb6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,此房满五唯一，采光好，交通便利。,800万,中楼层                                    (共22层)                                                                      | 2000年建 |                                3室2厅 | 105.73平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_FxJQic2oc_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,此单位装修保养状况好，户型方正实用。,420万,中楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 57.17平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_foSkdhgB9_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城地铁300米物业，楼层采光好，总价低,248万,中楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 35平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_1ErJGVkK0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈丰大厦 南向户型方正 安静采光通风好,200万,高楼层                                    (共29层)                                                                      | 2005年建 |                                1室0厅 | 51.68平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_0xef7tQpr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈丰大厦 南向采光好 户型方正,200万,高楼层                                    (共29层)                                                                      | 2005年建 |                                1室0厅 | 51.68平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_7iecPfQIF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,铂林国际公寓 复式两房 住宅性质,480万,低楼层                                    (共22层)                                                                      | 2005年建 |                                2室1厅 | 51.72平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_TbBc9a2aN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,保利香槟花园 顶层复式单位  视野开阔,2100万,高楼层                                    (共21层)                                                                      | 2004年建 |                                8室2厅 | 168平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_csD8c5NSW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,丽晶华庭的一个高层单位，户型方正，透风采光都比较好,1200万,高楼层                                    (共30层)                                                                      | 1998年建 |                                5室2厅 | 238平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_XFx6N17FS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,铂林国际公寓，珠江新城小复式住宅，全景落地窗，置换,320万,中楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 39.9平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_PS1K1SXSA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,业主诚意出售  看中价格可谈  看房提前月,530万,中楼层                                    (共32层)                                                                      | 2007年建 |                                1室1厅 | 91.31平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_xSFbcq1nI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,业主诚意放卖  复式南向五房  无按揭,1700万,中楼层                                    (共30层)                                                                      | 1998年建 |                                5室2厅 | 238平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_830i13BsJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,铂林国际公寓，交通便利，复式结构,330万,低楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 43平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/prod-bff4fc43-8aac-4ce5-9d4d-998e37eff245.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城 城芯CBD，高层复式，采光充足，保养新净。,350万,高楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 34.57平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/prod-0d5365d2-fc5b-4c13-a29c-230b84597a6a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,保利香槟花园  复式高层两层 居家氛围好,1950万,高楼层                                    (共29层)                                                                      | 2004年建 |                                4室1厅 | 152.36平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_xHSSX5ete_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,户型方正实用，税费低，个人可购买，交通便利。,206万,低楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 54.21平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/pc1_iUmZ4rpcW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,满四年 精装修拎包入住 高层北向 保养好大窗户,330万,高楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 38.39平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/cf880701-2086-47fc-9969-d3ef6a5c2150_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,复式楼户型方正，视野开阔采光好，空间敞亮,280万,高楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 53.35平米                                  | 西,http://ke-image.ljcdn.com/440100-inspection/347f3850-2fa8-402a-9dc0-1da973b431a5_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,佛奥广场一房一厅 五星酒店式公寓收租高 空中露天泳池,360万,中楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 60.38平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_yPAH05WxH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,此单位的窗户是东北向，西向视野比较开阔，楼层较高,433万,高楼层                                    (共29层)                                                                      | 2005年建 |                                2室1厅 | 100.4平米                                  | 北 南,http://ke-image.ljcdn.com/440100-inspection/prod-2c33a02d-9942-4049-ab27-ddaa19da385f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,此房空间大，户型方正，整体比较对流，保养良好。,1350万,中楼层                                    (共30层)                                                                      | 1998年建 |                                4室2厅 | 167.5平米                                  | 东北,http://ke-image.ljcdn.com/440100-inspection/pc1_vZdh5JDQ7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,丽晶华庭大厦 实用的户型 3面有采光,660万,低楼层                                    (共30层)                                                                      | 1998年建 |                                4室2厅 | 103.27平米                                  | 东 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_SyRjetOhq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,此房无按揭，产权清晰，保养状态好,338万,中楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 38.09平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_qlUM0jdCe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦高层户型景观好，一房一厅带阳台。必看好房,795万,高楼层                                    (共45层)                                                                      | 2010年建 |                                1室1厅 | 86.46平米                                  | 西北 东北,http://ke-image.ljcdn.com/440100-inspection/1a35a493-79ef-43f2-bd9f-0eee6c57c134.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,南天广场 高层南向四房 单边位置采光极好,850万,高楼层                                    (共33层)                                                                      | 1997年建 |                                4室2厅 | 162.52平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/c0d417a0-8261-4d03-862f-613f856ec010.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,铂林东向单间   满五唯一  装修靓丽必看好房,260万,中楼层                                    (共32层)                                                                      | 2005年建 |                                1室0厅 | 32.55平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/810f57ea-b00c-4991-9a5a-eda3816af286.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城车位出售，业主诚心卖。,30万,地下室                                                                  1室0厅 | 12.24平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/d37a04a4bda693a5eb7c91c2d53b93a5-041.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,碧海湾 江景房源  步行100米到达临江公园,2120万,中楼层                                    (共28层)                                                                      | 2003年建 |                                4室2厅 | 212.92平米                                  | 西南,http://ke-image.ljcdn.com/440100-frame/3953150f-b5df-465e-9ff7-1813c6dde459.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦 2室2厅 西南新上,1268万,中楼层                                    (共45层)                                                                      | 2010年建 |                                2室2厅 | 98.24平米                                  | 西南,http://ke-image.ljcdn.com/440100-frame/31a5f7f4-cc77-4739-be87-a259bf2e247e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,利汇名悦大厦 高楼层 户型好 南北对流新上,2980万,高楼层                                    (共31层)                                                                      | 2008年建 |                                4室2厅 | 210平米                                  | 南,http://ke-image.ljcdn.com/440100-frame/d4700769-b990-4f96-a622-aa37cedebe93.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈丰大厦 1室0厅 南新上,190万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室0厅 | 49.7平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/0fc3aef3-2e2e-416d-9db2-1f1abf20b42c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈力大厦 1室0厅 南新上,184万,低楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 54.21平米                                  | 南,http://ke-image.ljcdn.com/440100-frame/4ad760db-43d2-43a4-932d-26954f1f0d01.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,广弘天琪 小面积 总价低 安静舒适 花园小区 看房方便,350万,中楼层                                    (共31层)                                                                      | 2005年建 |                                1室0厅 | 41.14平米                                  | 东,http://ke-image.ljcdn.com/440100-frame/aef7dd3d-43e7-4592-9889-070adb3036a8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城50年产权，户型方正实用，个人可买，交通便利,190万,高楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 54.99平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/73ac4393-fd2d-4a7d-b02e-5b6f1967f7ff.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力大厦中低层 北向户型带租出售,205万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 51.15平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/71AC2E819A24419A9503EEE5DF3EFE6F___bbd95609fa3c19f6cd949d64ef04e992.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,高层南向  采光好 业主换房急售,298万,高楼层                                    (共29层)                                                                      | 1998年建 |                                1室0厅 | 33.23平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/fa535485-52f5-4001-9eae-bf2ebc0daf6c.jpeg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,漾晴居 1室0厅 北,52万,地下室                                                                  1室0厅 | 11.3平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/4f5d2f5e-5bb5-4f48-bd05-0127df368f67.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城富力盈力正南向户型方正实用保养好诚心出售,190万,中楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 54.98平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/3d115ef7-ed34-4181-ad7e-a97b5a2f545f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,保利香槟花园 复式使用户型 高层望小区花园 采光明亮,2000万,高楼层                                    (共17层)                                                                      | 2004年建 |                                10室2厅 | 168.21平米                                  | 东,http://ke-image.ljcdn.com/440100-frame/7c9152c9-ea8a-40c2-8533-8dd1f7818c68.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力爱丁堡国际公寓 1室1厅 东,496万,高楼层                                    (共32层)                                                                      | 2007年建 |                                1室1厅 | 91.35平米                                  | 东,http://ke-image.ljcdn.com/440100-inspection/bed46248-09da-40cf-93d4-f5dcf5e9621f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,嘉裕礼顿阳光公寓 高层南向 保养好,305万,中楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 42.92平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/9f00af2c-1018-44ce-84ba-996f3bb98e07.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦 1室0厅 南,50万,地下室                                                                  1室0厅 | 10.79平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/963a10d08d3fdaf497cd69d97b251c74-099.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,盈丰南向小户型带租约出售   业主有心放卖,216万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室0厅 | 54.05平米                                  | 南,http://ke-image.ljcdn.com/440100-frame/52f70104-4942-49f2-92f4-b95f2653cba9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦高层两房，安静舒适，视野开阔,1200万,高楼层                                    (共45层)                                                                      | 2010年建 |                                2室2厅 | 97.54平米                                  | 西北,http://ke-image.ljcdn.com/440100-frame/24161c45-d05d-4f64-a937-327e700691a5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦，实用车位，光线好，方便进车,46.8万,地下室                                                                  1室0厅 | 12.5平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/e007e89e36d57f4df5404f75e4a33001-046.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,交通便利 采光好 配套完善 业主诚心卖,710万,低楼层                                    (共20层)                                                                      | 2004年建 |                                3室1厅 | 90.28平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/b387f563-3c7e-4aaa-b579-fa1631d4bd91.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,户型方正 采光好 装修保养好 业主诚心放卖,190万,中楼层                                    (共30层)                                                                      | 2005年建 |                                1室1厅 | 40.9平米                                  | 东,http://ke-image.ljcdn.com/440100-frame/881e0fc3-bcb4-4185-b75f-b8e57910f945.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,保养好 户型方正 业主诚心放卖 低价,200万,低楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 33平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/a15a7dab-c632-4875-be11-9d6c14d60eb6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇国际 格局方正 采光通风好 交通方便,420万,高楼层                                    (共28层)                                                                      | 2003年建 |                                1室1厅 | 70.55平米                                  | 南,http://ke-image.ljcdn.com/440100-frame/dab9b4e1-1dba-4fb9-8bf7-7073535d34c2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,满五年唯一，四房，南北对流，户型方正。,1750万,中楼层                                    (共32层)                                                                      | 2008年建 |                                4室2厅 | 192.04平米                                  | 南,http://ke-image.ljcdn.com/440100-frame/1b3b5d1e-e66b-430b-98fd-a93d2073879d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,远洋明珠大厦，高层南向三房，通风采光好,860万,高楼层                                    (共25层)                                                                      | 1998年建 |                                3室2厅 | 146.84平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/1baa0df4-db0d-4ea9-8745-401b8a9a9d93.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城 星汇云锦 负二层车位出售 方便看,42万,地下室                                                                  1室0厅 | 12.9平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/a29835d1-31a7-428a-b420-74b183243f7d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,广弘天琪 1室0厅 东,51万,地下室                                                                  1室0厅 | 11.3平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/c01e41dd-66ce-42cb-bb09-561ebae05d83.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,南天广场 楼层朝向好 交通便利,800万,中楼层                                    (共33层)                                                                      | 1997年建 |                                3室2厅 | 114.16平米                                  | 北,http://ke-image.ljcdn.com/440100-frame/e52b8054-88b4-4771-a8e4-f200d3b1e389.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城  大单间   落地窗 无遮挡,295万,中楼层                                    (共28层)                                                                      | 2003年建 |                                1室0厅 | 44.13平米                                  | 南,http://ke-image.ljcdn.com/440100-frame/5044fc10-7c5e-4d87-82a1-9d92a38c0031.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,碧海湾 四房两厅 视野开阔 采光充足,1680万,中楼层                                    (共28层)                                                                      | 2003年建 |                                4室2厅 | 177.11平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_JHYduI5WM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦 1室0厅 东,50万,地下室                                                                  1室0厅 | 13.25平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/1635ad1e-0d58-4901-b345-7ed98e900459.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,车库诚心放卖 价格可谈 随时可看,43万,地下室                                                                  1室0厅 | 12平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/7fb13f8b20344369ca618f17d7555798-018.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城地铁物业  实用三房  居家好选择,630万,低楼层                                    (共33层)                                                                      | 1997年建 |                                3室1厅 | 101.91平米                                  | 东南,http://ke-image.ljcdn.com/440100-frame/45b52e33-069a-45a6-bfeb-60bcb50b6c71.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,是丽晶华庭的一个中高层单位，户型方正,2180万,高楼层                                    (共30层)                                                                      | 1998年建 |                                6室2厅 | 406.2平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/prod-d3910b64-56c6-4e3f-9845-a0e4aca55db6.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,中低楼层，视野开阔 户型方正好用,420万,低楼层                                    (共30层)                                                                      | 2005年建 |                                1室1厅 | 55.27平米                                  | 北,http://ke-image.ljcdn.com/440100-frame/cfafcf0c-7347-47ff-970c-86fc615b0345.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈丰大厦 1室1厅 北,280万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 55.71平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_bDW3WRJJD_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦，负一层车位，价格实在,55万,地下室                                                                      | 2008年建 |                                1室0厅 | 11.86平米                                  | 东,http://ke-image.ljcdn.com/440100-inspection/f26e07c7-9ef4-400e-8087-ef1b549ac411.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,嘉裕礼顿阳光 高楼层 通风一房 采光好户型方正,310万,高楼层                                    (共30层)                                                                      | 2005年建 |                                1室0厅 | 38平米                                  | 北,http://ke-image.ljcdn.com/440100-inspection/e8f4702b-00db-46aa-8b76-e309b4a28208.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,富力盈丰 复式四房 精致装修，可办公可以住家,1138万,低楼层                                    (共29层)                                                                      | 2005年建 |                                4室2厅 | 207.11平米                                  | 南,http://ke-image.ljcdn.com/440100-inspection/628db24f-f74a-479d-8534-8ef95deae3c3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇园 3室2厅 南,1420万,高楼层                                    (共32层)                                                                      | 2001年建 |                                3室2厅 | 121.83平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,星汇云锦 1室0厅 南,48万,地下室                                                                  1室0厅 | 13.45平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,富力盈力大厦 3室1厅 西,550万,中楼层                                    (共30层)                                                                      | 2005年建 |                                3室1厅 | 128.56平米                                  | 西,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,星辰财富港 1室0厅 东,35万,地下室                                                                  1室0厅 | 11平米                                  | 东,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,丽晶华庭两房 装修保养好 高层通风,520万,中楼层                                    (共30层)                                                                      | 1998年建 |                                2室1厅 | 71.54平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,诚意出售珠江新城大户型满五唯一南北通透保养好格局好,1800万,高楼层                                    (共31层)                                                                      | 2008年建 |                                4室2厅 | 212.97平米                                  | 东南 北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,双城国际公寓 精致小户型  通风采光好,290万,高楼层                                    (共29层)                                                                      | 1998年建 |                                1室0厅 | 40.27平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,精装修一房一厅，高层东南向，视野好,1000万,高楼层                                    (共45层)                                                                      | 2010年建 |                                1室1厅 | 88.08平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,丽晶华庭 高楼层南向 采光好视野佳,606万,高楼层                                    (共30层)                                                                      | 1998年建 |                                2室2厅 | 77.11平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,铂林国际公寓 1室1厅 北,360万,低楼层                                    (共22层)                                                                      | 2005年建 |                                1室1厅 | 40.44平米                                  | 北,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,天河,珠江新城西,名门大厦 2室2厅 北新上,530万,中楼层                                    (共33层)                                                                      | 1997年建 |                                2室2厅 | 79.32平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/IMG_20201014_160055___d9be625b447044fcd7a08c79edd26d59.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,星汇云锦 高层子母两房，东北向景观好,1280万,高楼层                                    (共45层)                                                                      | 2010年建 |                                2室2厅 | 98.04平米                                  | 东北,http://ke-image.ljcdn.com/440100-frame/24e0e704-3981-440f-9189-8beda0065f62.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,天河,珠江新城西,珠江新城佛奥广场五星酒店  空中露天泳池 个人可购买,248万,中楼层                                    (共30层)                                                                      | 2013年建 |                                1室1厅 | 37平米                                  | 东,http://ke-image.ljcdn.com/hdic-frame/a31c0ff4-522a-4e14-931a-da57b56cef57.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
