20210128,龙岗区,布吉南岭,爆炸急卖，满五唯一好房，看房方便。必看好房,500万,高楼层                                    (共31层)                                                                      | 2016年建 |                                3室1厅 | 87平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_5cqO23CSW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,恒大国香山南北通，高楼层，顶端位，观山望水，毛坯,430万,高楼层                                    (共41层)                                                                      | 2015年建 |                                3室1厅 | 88.86平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-1097df46-1bf6-42b2-9990-4dd0ac15ad85.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,木棉湾地铁口精装一房一厅，户型方正通风采光好,280万,低楼层                                    (共41层)                                                                      | 2013年建 |                                1室1厅 | 42平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-f7f5bfe1-e068-4cab-b112-bbd435214c54.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,17年底交楼，三房两卫，带装修，安静位置，不临街,550万,低楼层                                    (共44层)                                                                      | 2017年建 |                                3室2厅 | 88.99平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-a449aa55-afb4-42f0-b508-961578de9305.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,文峰华庭满五无增值税，实用四房中高楼层,550万,低楼层                                    (共33层)                                                                      | 2014年建 |                                4室2厅 | 114.51平米                                  | 北 东北,http://ke-image.ljcdn.com/440300-inspection/test-1d8022d9-84d0-4fdc-af22-2ae65a6d8b0f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,龙岗布吉求水山公园 南岭花园两房 精装,350万,低楼层                                    (共7层)                                                                      | 1997年建 |                                2室2厅 | 78.59平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-8abbc421-e6ef-4c58-b62c-4a7655b6e919.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,泰阳金桔苑大三房，经理大力推荐。,295万,高楼层                                    (共6层)                                                                      | 1996年建 |                                3室1厅 | 85.94平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/pc1_WhoLft4U8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,布吉木棉湾新都汇大三房 无缝接驳地铁口,580万,中楼层                                    (共30层)                                                                      | 2013年建 |                                3室2厅 | 89.42平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/prod-c8e094fe-55aa-4431-b40f-a56ac2af755c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,恒大物业 03户型 业主诚心出售 三个阳台,470万,低楼层                                    (共41层)                                                                      | 2015年建 |                                3室2厅 | 87.67平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-76377db8-7d33-4539-b890-491ec107d750.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园里安静看公园三房两厅两卫+带装修+南北通透,528万,低楼层                                    (共32层)                                                                      | 2014年建 |                                3室2厅 | 87.79平米                                  | 东南 西北,http://ke-image.ljcdn.com/440300-inspection/prod-0075356f-5147-4bd2-be1c-2a8c44c7a810.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,百鸽笼站华润万象汇旁。方正三房，诚意出售 看房方便,360万,低楼层                                    (共7层)                                                                      | 1996年建 |                                3室2厅 | 88.92平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/test-51d22d1f-d4ef-4f18-8c04-42a6e1ccc610.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,艺术大厦 方正两房 高层视野广阔 省去个税 采光通风好,350万,中楼层                                    (共29层)                                                                      | 2011年建 |                                2室2厅 | 76.46平米                                  | 西北,http://ke-image.ljcdn.com/440300-inspection/test-1d0d9680-86b7-4d78-a961-aea88a8e964e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,恒大国香山 四房户型 通透采光好,550万,低楼层                                    (共41层)                                                                      | 2015年建 |                                4室2厅 | 87.5平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-e226670a-275c-47a0-97fd-f1b998b154ae.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园里四期  大四房大阳台 通风好 前后看花园,680万,低楼层                                    (共44层)                                                                      | 2017年建 |                                4室2厅 | 125.37平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-82927b82-e44f-4596-82f7-a74e60f5cc2a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,恒大国香山三房两卫，满两年，安静无遮挡。,480万,低楼层                                    (共42层)                                                                      | 2015年建 |                                3室2厅 | 89.17平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/prod-728dc135-64f7-4ae3-91ab-00653dcf3505.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,罗湖后花园  标准三房两卫  大社区  适合老人孩子,480万,低楼层                                    (共37层)                                                                      | 2017年建 |                                3室1厅 | 85.75平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_qgV2f8V8P_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园6号 3室2厅 南,530万,高楼层                                    (共40层)                                                                      | 2017年建 |                                3室2厅 | 86.74平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_tiNf56G4w_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,布吉木棉湾地铁站 精装三房 厅出阳台 满五唯一税费少必看好房,538万,高楼层                                    (共30层)                                                                      | 2013年建 |                                3室2厅 | 82.93平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_CK5dymLzS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,满五唯一，红本在手，采光视野好，正规三房客厅出阳台,580万,低楼层                                    (共41层)                                                                      | 2013年建 |                                3室1厅 | 99.26平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_Pwt66pyCN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,业主急售 万科品质一房 自主装修 保养好,210万,低楼层                                    (共29层)                                                                      | 2012年建 |                                1室0厅 | 39.19平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-fe2b2ff9-fec3-4456-bc9c-0d2d13c472b4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,满五年业主自己赎楼税费少，南北通光线好，有钥匙看房,356万,中楼层                                    (共11层)                                                                      | 2004年建 |                                2室2厅 | 63.63平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_cnpRG5wIE_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,勤诚达品质小区两居室；大社区，宜居,315万,中楼层                                    (共11层)                                                                      | 2005年建 |                                2室1厅 | 62.49平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_QsWzLVE2g_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,此房东南朝向看梧桐山，户型方正 采光通透 4梯8户,295万,高楼层                                    (共46层)                                                                      | 2016年建 |                                2室1厅 | 63.07平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_6qRHQ4kMU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,此房是高楼层，采光好，视野也不错，诚心卖,300万,高楼层                                    (共46层)                                                                      | 2016年建 |                                2室2厅 | 63.07平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_jO1h00Cgz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,此房满五唯一，安静朝南向，适合居家,416万,低楼层                                    (共21层)                                                                      | 2014年建 |                                3室1厅 | 87平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_0XVOKMwDf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,求水山下新装修满五空中花园已改造，是个功能间,500万,中楼层                                    (共11层)                                                                      | 2004年建 |                                4室2厅 | 77.61平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_WTYw9drOQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园里三期 2室1厅 东南,310万,低楼层                                    (共46层)                                                                      | 2016年建 |                                2室1厅 | 63.07平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_7XLmO7PYg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,公园小区，环境优美，满五唯一税费少，电梯小高层。新上,495万,低楼层                                    (共11层)                                                                      | 2006年建 |                                3室1厅 | 92.02平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_KaFG1qkzW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,满五唯一，17号线地铁口，次新房，环境超好新上,480万,中楼层                                    (共41层)                                                                      | 2015年建 |                                3室2厅 | 87.67平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_unwdkU1Dn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,刚需两房，精装修 近罗湖 梧桐山风景区 东湖水库,300万,高楼层                                    (共46层)                                                                      | 2016年建 |                                2室1厅 | 63.21平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_CkPEsKY0O_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,布吉求水山脚下，南北通大三房，满五年唯一，高楼层,660万,中楼层                                    (共11层)                                                                      | 2006年建 |                                3室1厅 | 117.58平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_6TuoB6AaC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园里三期 3室1厅 南,410万,低楼层                                    (共46层)                                                                      | 2016年建 |                                3室1厅 | 106.32平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_Qa39CZVzG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,此房满五唯一红本在手，税费少，中间楼层,350万,中楼层                                    (共11层)                                                                      | 2005年建 |                                2室1厅 | 62.52平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_GNrlnJswu.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,求水山公园旁南向大4房  看公园景观佳户型方正满五年,650万,低楼层                                    (共33层)                                                                      | 2014年建 |                                4室1厅 | 140.22平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_U92TBzvmL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,满五年唯一费用少，连廊到地铁站，交通出行方便,745万,高楼层                                    (共27层)                                                                      | 2016年建 |                                4室2厅 | 115.35平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_AMYAplZ7z_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,公园旁方正两房，小区绿化61%。欢迎咨询,295万,高楼层                                    (共11层)                                                                      | 2005年建 |                                2室1厅 | 56.56平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_ZZbO9MRcM.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园里三期朝东南向看梧桐山和水库景观 视野好,500万,中楼层                                    (共46层)                                                                      | 2016年建 |                                3室1厅 | 106.32平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_dpoQi57oC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,文峰华庭实用四房，业主诚心出售。必看好房,530万,低楼层                                    (共33层)                                                                      | 2014年建 |                                4室1厅 | 116.32平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_OsI2H5iIZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,电梯入户两梯两户，刷卡入户，东南看公园，高实用户型,729万,高楼层                                    (共33层)                                                                      | 2014年建 |                                5室2厅 | 166.01平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ZsusxSt8k.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,朝南，套内大，户型好，中高楼层单价底，价格有惊喜,880万,中楼层                                    (共40层)                                                                  4室2厅 | 195.7平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_Z2OWdY4R2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,地铁口 佳兆业物业 朝南 精装一房,258万,低楼层                                    (共41层)                                                                      | 2013年建 |                                1室1厅 | 42.34平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ANJOazEEn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,大族河山满五年精装修四房一手业主看房方便！东南朝向,708万,高楼层                                    (共33层)                                                                      | 2015年建 |                                4室1厅 | 117.99平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_9bUs7tkQF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,背靠 大 山看花园 实用200平 精装修拎包入住,900万,中楼层                                    (共40层)                                                                  4室2厅 | 195.12平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_ZFiCyvRGV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,靠山物业，精装修，业主诚心出售。,880万,中楼层                                    (共33层)                                                                      | 2014年建 |                                5室1厅 | 166.01平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_oU29NJpMJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,恒大国香山四房，东南向，看花园，满五年,550万,中楼层                                    (共41层)                                                                      | 2015年建 |                                4室2厅 | 86.79平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_ypUjYHm51_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,文峰华庭，电梯入户，高档标准，精装修，高实用户型,880万,高楼层                                    (共33层)                                                                      | 2014年建 |                                5室1厅 | 165.96平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_v1fQyIqL3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,金桔苑近罗湖朝南大三房，端头位置，一梯一户中间楼层,330万,中楼层                                    (共7层)                                                                      | 1996年建 |                                3室2厅 | 88.14平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/pc1_u2on16z3e_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科精装大三房 满五年 看花园 安静舒适,450万,低楼层                                    (共46层)                                                                      | 2016年建 |                                3室1厅 | 106.32平米                                  | 西北,http://ke-image.ljcdn.com/440300-inspection/pc1_fS0JD3OGK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,满五年红本在手，唯一套，楼层好南北通风，看游泳池,605万,中楼层                                    (共11层)                                                                      | 2006年建 |                                3室1厅 | 117.56平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_d2y9eWRX8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,泰阳金桔苑实用两房业主诚心出售，满五唯一。必看好房,285万,中楼层                                    (共6层)                                                                      | 1996年建 |                                2室1厅 | 75.45平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_H30Ymq7AH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,此房满5年唯一，大户型精装修，视野好，采光好,950万,低楼层                                    (共40层)                                                                  4室3厅 | 195.12平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-8947c520-73c3-46e7-b9bf-b5f0427b3388.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,毛坯四房，随意装修，实际使用高,630万,高楼层                                    (共33层)                                                                      | 2015年建 |                                4室1厅 | 109.85平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-b4b0296c-4c34-4db9-a5f3-6e574e5238eb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万象汇旁 电梯入户两梯两户，正南看公园，高实用户型,748万,高楼层                                    (共33层)                                                                      | 2014年建 |                                5室2厅 | 166.01平米                                  | 东南 南,http://ke-image.ljcdn.com/440300-inspection/prod-5194f4ad-e242-46b8-9816-1ca3224f724d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,文峰华庭满二精装修自住一梯一户大四房,830万,低楼层                                    (共33层)                                                                      | 2014年建 |                                5室2厅 | 165.05平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-0d01ec1e-0c7e-44d1-9bc2-ef48cb138beb.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,龙岗布吉 大世纪水山缘四房 精装修拎包入住,600万,中楼层                                    (共11层)                                                                      | 2006年建 |                                4室1厅 | 117.56平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-19362fa2-e269-4e4c-afbf-1f6e4f825545.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,布吉一半山 电梯入户 无遮挡看求水山 南向看求水山景,819.9万,高楼层                                    (共33层)                                                                      | 2014年建 |                                5室1厅 | 165.96平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-32734073-4b7a-4d35-af12-b5b8a2d18fae.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,户型方正，南向看花园，精装，可落户可积分入学新上,300万,高楼层                                    (共46层)                                                                      | 2016年建 |                                2室1厅 | 63.21平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_eQAvGYaiL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,佳兆业新都汇 3室1厅 南,520万,中楼层                                    (共41层)                                                                      | 2013年建 |                                3室1厅 | 86.87平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/fe97b7f1-0bc1-4007-8ae5-aa840dbc6088.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,满五年，欠款少，朝南两房诚意出售,350万,低楼层                                    (共7层)                                                                      | 1993年建 |                                2室2厅 | 78.59平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/f16c6234-312b-4003-a883-9adaa354537c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,电梯房满五唯一红本在手，税费少。必看好房,356万,中楼层                                    (共21层)                                                                      | 2003年建 |                                3室1厅 | 93.4平米                                  | 东南 南,http://ke-image.ljcdn.com/hdic-frame/standard_7bee07b8-0fd3-459e-be88-15c24cf8ecc6.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园里三期 3室1厅 西南新上,399万,低楼层                                    (共46层)                                                                      | 2016年建 |                                3室1厅 | 106.32平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/prod-be463f14-3fb5-44d4-97e1-12def01654f5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,求水山下，靠山朝南两房，中间楼层，业主诚意出售新上,338万,中楼层                                    (共7层)                                                                      | 1993年建 |                                2室2厅 | 76.46平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/c567af82-9042-4f31-af2f-00c22b871dd4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,南岭花园满五唯一 红本在手税费少 朝南户型 层楼好新上,360万,中楼层                                    (共7层)                                                                      | 1996年建 |                                3室1厅 | 78.59平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/e04c414a-f014-467d-957c-003ed70b9449.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,中高楼层，通风采光好 保养好 满五唯一欠款少新上,750万,中楼层                                    (共30层)                                                                      | 2013年建 |                                3室1厅 | 98.98平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/e63f7b37-4974-4daa-bb2f-8f950ed2686e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园6号 3室2厅 西南新上,579万,中楼层                                    (共44层)                                                                      | 2017年建 |                                3室2厅 | 88.93平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/bfa0a66a-ad0e-46b0-83d5-fd640a780a7c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园6号 3室1厅 西南新上,579万,高楼层                                    (共37层)                                                                      | 2017年建 |                                3室1厅 | 85.75平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/b43b6de9-df3a-4b52-a58a-deedf7c05231.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园里东南看梧桐山水库，保养好，满五年红本新上,550万,高楼层                                    (共32层)                                                                      | 2014年建 |                                3室2厅 | 88.63平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/5255a7c3-09e4-4844-95c0-853a6f5f0bd8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,求水山公园脚下朝南两房 采光通风佳新上,300万,低楼层                                    (共6层)                                                                      | 1996年建 |                                2室1厅 | 75.45平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/a353c5a7-7f22-4ec2-a474-d468cefc1d99.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,求水山公园脚下标准一房 户型方正满五红本,220万,中楼层                                    (共18层)                                                                      | 2009年建 |                                1室1厅 | 47.06平米                                  | 西北 北,http://ke-image.ljcdn.com/hdic-frame/prod-b1270ebb-1c38-46e2-99f5-5bf32707a5b7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,鸿润豪苑方正标准一房一厅 满五红本楼层好,215万,低楼层                                    (共18层)                                                                      | 2009年建 |                                2室1厅 | 47.06平米                                  | 西北 东北,http://ke-image.ljcdn.com/hdic-frame/c699d189-4c33-4638-9dd2-6ad448aa316f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园6号 3室1厅 东南,560万,高楼层                                    (共45层)                                                                      | 2017年建 |                                3室1厅 | 88.97平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/a548753b-4d2b-4463-9135-1f58c4ad9e25.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,南威中心 3室1厅 北,320万,中楼层                                    (共6层)                                                                      | 1993年建 |                                3室1厅 | 83.53平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/test-60873647-5cca-4314-8388-baaf19b41241.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,大世纪水山缘 满五年 带一年租约卖 近十平在大平台,235万,低楼层                                    (共11层)                                                                      | 2004年建 |                                1室1厅 | 43.75平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/prod-5a566e57-8ce7-4935-80c9-e3123a8c4b7f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,南岭花园实用三房满五年唯一红本,350万,低楼层                                    (共7层)                                                                      | 1997年建 |                                3室2厅 | 87.99平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/c1ee08c0-0e42-4350-bcda-cdb01d03cb41.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,业主诚心卖，高楼层，通风采光好。,560万,高楼层                                    (共30层)                                                                      | 2013年建 |                                3室2厅 | 98.98平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/58480b5e-da47-4eec-b2c7-7e32d63cf9dc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,优质大四房，出门交通便利，满五唯一，户型不错,580万,高楼层                                    (共21层)                                                                      | 2010年建 |                                4室2厅 | 133.85平米                                  | 东南,http://ke-image.ljcdn.com/440300-frame/2079470f-da75-4eeb-b87d-8ea7fd65d161.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,优质三房，满五年唯一，业主诚售中高楼层,420万,低楼层                                    (共46层)                                                                      | 2016年建 |                                3室2厅 | 106.32平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/550136f9-f2ac-4f28-ab04-882b0303c03f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,万科公园里三期朝公园安静 景观视野好  业主诚心出售,430万,低楼层                                    (共46层)                                                                      | 2016年建 |                                3室1厅 | 106.32平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/550136f9-f2ac-4f28-ab04-882b0303c03f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,近罗湖 求樟树布公园旁满五不唯一 方正两房，户型实用,271万,低楼层                                    (共7层)                                                                      | 1996年建 |                                2室2厅 | 76.5平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/test-f786ee52-3749-4e16-957f-c6a68a6294b8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,半山朝南精装两房，无遮挡看山景，满五年唯一红本,300万,中楼层                                    (共18层)                                                                      | 2009年建 |                                2室1厅 | 65.82平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/b738143c-a8a2-4b42-961e-226985f04e09.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,木棉湾连廊直接到家 居家两房装修不错,500万,中楼层                                    (共30层)                                                                      | 2013年建 |                                2室2厅 | 68.55平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/08ce05ef-20f2-4ec5-a08d-09f357920c1b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,户型方正 高楼层  采光通风好 业主诚心出售,400万,高楼层                                    (共21层)                                                                      | 2014年建 |                                3室1厅 | 87.43平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/53fcd8c8-c4dd-4a37-a02d-027adbce2610.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,老小区中的小年轻，南岭村的步行街，生活娱乐两不误,330万,中楼层                                    (共7层)                                                                      | 1996年建 |                                3室1厅 | 88.14平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/bc2b004a-a1c2-4b90-bf39-87ee5cb60218.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,龙岗区,布吉南岭,罗湖后花园，公园旁物业，实用两房，满五唯一,280万,低楼层                                    (共18层)                                                                      | 2009年建 |                                2室1厅 | 57.39平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/1385c8d2-c303-4ff6-896d-61cf73550cc4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
