20210128,福田区,新洲,福田新洲7号线沙尾地铁口两房出售必看好房,600万,高楼层                                    (共32层)                                                                      | 2007年建 |                                2室2厅 | 73.42平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/446a2f5f-1c91-4e43-afab-84322363ffb6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权通燃气，精装修三面采光，高楼层，通风视野好,620万,高楼层                                    (共20层)                                                                      | 2013年建 |                                3室1厅 | 59.34平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_xIaUGWkGB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,南向安静，户型方正实用，花园社区适合居住,675万,低楼层                                    (共22层)                                                                      | 2001年建 |                                3室2厅 | 80.82平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/15c49b60-7d40-4c9d-98e2-f39c709d149b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润13年次新房，精装修，70年产权复式朝南高层,410万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 47.91平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/01af78f4-672a-4a4a-b52c-e908e4e203bb_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高层看海景，带大露台，户型方正。,820万,高楼层                                    (共32层)                                                                      | 2007年建 |                                3室2厅 | 98.2平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/64d2243e-1213-43d0-b009-e20e8136a4f6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区是2013年入伙次新房，朝南标准2房1卫，装修好，,290万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 26.73平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/b722e52c-83fc-41da-8f77-f4ca5d7ae48f_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座 2室1厅 南 北,310万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.22平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/17f2bb4d-34e9-485f-ac7f-efafa7a88cb3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,新洲大社区4+1房，稀有满5年唯一放售，换房佳选,1580万,低楼层                                    (共12层)                                                                      | 2001年建 |                                5室2厅 | 147平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/1b6eaf46-e96d-4c6a-b85f-a0394a06f6d6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,祥云天都世纪大厦 1室0厅 东北新上,306万,高楼层                                    (共32层)                                                                      | 2007年建 |                                1室0厅 | 34.46平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/bcdd0687-58fc-4305-b8cf-45f17f7d04ac_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,地铁口 住家精装修实用大两房  近体育公园 满五唯一新上,605万,中楼层                                    (共15层)                                                                      | 2001年建 |                                2室1厅 | 79.46平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/95ff72c2-e518-4ee6-b9ba-8ba10ed53fc3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润70年产权带燃气，精装修2房1卫，楼层高，保养好新上,326万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.75平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/184a6e9e-0915-4af3-93f0-bd552a3be05e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,此房满五唯一，业主诚心出售，楼下地铁口，家乐福,308万,低楼层                                    (共32层)                                                                      | 2007年建 |                                1室0厅 | 34.4平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/1e255404-22d3-401a-bf13-0897ecc36d65_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润四房 业主诚心出售 居家好小区,600万,中楼层                                    (共20层)                                                                      | 2013年建 |                                4室1厅 | 60.59平米                                  | 南 东北,http://ke-image.ljcdn.com/110000-inspection/f2d41ea9-519d-45ab-8d9f-ae3224007acb_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,奢华装修通透四房双卫 社区车位充足 安静温馨住家必看好房,1070万,中楼层                                    (共14层)                                                                      | 2000年建 |                                4室2厅 | 128.02平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/8e0131c7-12bc-45d2-89df-1be7dd4f790e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,大金沙地铁口物业，满五年，方正海景三房,760万,中楼层                                    (共32层)                                                                      | 2007年建 |                                3室2厅 | 91.61平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/e9b43ecf-c288-4fe9-a632-f30cfdddcc27_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区车位充足，户型方正，诚心卖价格可谈必看好房,980万,高楼层                                    (共12层)                                                                      | 2000年建 |                                3室2厅 | 117.96平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_0ZJARRVn3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,韵动家园方正一房一厅，西看体育公园。,390万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 41.04平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/8ff57655-4b16-42e1-b370-189690e56da7_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区车位充足，南北通户型小区。红本在手,888万,中楼层                                    (共14层)                                                                      | 1999年建 |                                3室2厅 | 109.17平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_L9obQXvNs_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,锦河苑南向四房 满五红本 闹中取静 得房率高,698万,高楼层                                    (共8层)                                                                      | 1998年建 |                                4室1厅 | 94.44平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_aNiuGim7h.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润2013年入伙次新房，标准南向复式大4房2卫大阳台,1050万,低楼层                                    (共32层)                                                                      | 2012年建 |                                4室2厅 | 87.22平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/9e9ff113-98cf-4b68-84ac-9bf45646f9f7_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高楼层，精装修，可看海，小两房，高使用率。,550万,高楼层                                    (共33层)                                                                      | 2007年建 |                                2室2厅 | 57.75平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/40190c30-b128-4876-83d2-6baa07f2759c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新房，楼层好，使用率高，空间大，通风采光好必看好房,288万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.34平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/faa222b2-c9af-4bb7-9b71-8f4c54827ecf_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,大花园近平安大厦，居家配套齐全，生活氛围浓厚！,668万,高楼层                                    (共33层)                                                                      | 1996年建 |                                4室1厅 | 108.81平米                                  | 东南 东,http://ke-image.ljcdn.com/110000-inspection/cb7caacd-a34e-48fe-bbc1-bdad64d9f821_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高层住宅 户型方正实用 地理位置好 诚心卖！必看好房,736万,低楼层                                    (共22层)                                                                      | 2001年建 |                                3室1厅 | 103.79平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/e45926d7-2e39-48b7-9b7e-3e76d3be6ecd_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,户型方正实用。满五不唯一，红本在手交易税费少。,968万,中楼层                                    (共16层)                                                                      | 2004年建 |                                3室2厅 | 96.22平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/9782e425-f328-4301-9c22-01094395da68_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,12年次新房，70年产权，名水名电，带燃气，,440万,中楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 50.15平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/5341b199-7276-4790-af78-25dee373460f_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,正规三房 大阳台 东南向 业主诚心卖 看房方便,750万,中楼层                                    (共27层)                                                                      | 2002年建 |                                3室1厅 | 86.12平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/1e846217-0c21-48aa-948e-ce3f137bfc51_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,总价低朝南向三房，交通方便地铁物业,588万,中楼层                                    (共23层)                                                                      | 1995年建 |                                3室1厅 | 81.62平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/6eff1510-6f2d-4ae1-9841-e5b5e0cf6d0e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田750W三房 两卫  地面花园社区,750万,中楼层                                    (共33层)                                                                      | 1996年建 |                                3室2厅 | 108.81平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/551d8764-0ccc-4936-bb50-d62dbbc09c46_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区是2013年入伙次新房高楼层标准2房1厅带阳台实用高,300万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.16平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/c1d813a4-0714-4d7d-b74b-051c3dec328d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区是2013年入伙次新房高楼层标准2房1厅带阳台实用高,300万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.16平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_lkC9Vs8L6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区是2013年入伙次新房高楼层标准2房1厅带阳台实用高,330万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.75平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/07f5534d-3c46-4c66-bcad-4f18980729c3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,停车方便，高楼层，采光好，精装修，业主诚心卖,300万,高楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 41.02平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/5d2fd696-71a0-4a73-b5fc-3316de4c50ed_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,一楼带私家花园，小区中间位置，安静。,1800万,低楼层                                    (共8层)                                                                      | 1997年建 |                                5室2厅 | 223.24平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_I5YDdCJlS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,新洲吉之岛，东南向高层大3房2卫2阳台，满五年，,820万,高楼层                                    (共20层)                                                                      | 2006年建 |                                3室2厅 | 108.41平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/0fa2eaf3-30bc-4dbb-8826-3c9f6df925ac_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,绿景物业，满五年，无增值税，南向看花园,708万,中楼层                                    (共16层)                                                                      | 2004年建 |                                2室1厅 | 69.73平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/e1ba0a1a-6d9d-4135-879e-a19fe70490b5_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,此房为楼梯房，中间楼层，安静三房，通风采光好,639万,中楼层                                    (共8层)                                                                      | 1998年建 |                                3室2厅 | 95.28平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/d48be68f-7ba3-43d1-8c61-1225ae677346_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小高层1梯2户，户型方正，厅出阳台，安静看花园,728万,高楼层                                    (共15层)                                                                      | 2004年建 |                                2室1厅 | 74.86平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/50eaee1f-1e40-40a2-b8af-44732155c0e3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,绿景大社区，品牌物业大三房，精装宜居,1050万,高楼层                                    (共11层)                                                                      | 2002年建 |                                3室1厅 | 114.84平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/2088710f-84f0-4472-8292-c6a22eef9f54_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权 住宅类公遇 带稳定6K3租约必看好房,275万,高楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 41.74平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/78a749d1-62a7-4514-aeae-f88d6b97f6d2_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,视野宽阔，采光充足，配套设施齐全，交通便利。必看好房,830万,中楼层                                    (共27层)                                                                      | 2002年建 |                                3室2厅 | 111.27平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/b0a6efff-66ae-414e-b28d-bc156742c9b9_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新房，70年产权复式，朝西高楼层看深圳湾海景。,310万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 33.88平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/d96cac36-bf92-44e4-9490-5fd8b4dbba98_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,绿景物业，小高层，住家舒适，带双阳台，业主诚心出售,750万,中楼层                                    (共15层)                                                                      | 2004年建 |                                2室1厅 | 74.8平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/170a56a6-f0d4-44da-b516-b58c9e83d685_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,诚心出售，高层 采光通风效果好,368万,中楼层                                    (共33层)                                                                      | 2007年建 |                                1室1厅 | 39.66平米                                  | 北 东北,http://ke-image.ljcdn.com/110000-inspection/aa8122f2-43d6-454c-8801-3d40b95b3530_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新房，楼层好，使用率高，空间大，通风采光好,248万,中楼层                                    (共20层)                                                                      | 2013年建 |                                1室2厅 | 26.73平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/fa64c4b6-a290-4893-956f-a1ea91bb6a06_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,大金沙片区，楼层好，满五年家庭唯一必看好房,740万,中楼层                                    (共7层)                                                                      | 1994年建 |                                3室2厅 | 94.35平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/7aa80830-d8bd-4861-84ec-c913c76974cf_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉洲富苑 方正一居室 城市景观,260万,高楼层                                    (共27层)                                                                      | 2012年建 |                                1室1厅 | 36.48平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/7e55b51b-32ef-48ab-9528-1ee56a5bcd9b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉洲富苑 精装两居室 次新楼盘 诚意出售,278万,中楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 41.07平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/c8dfcf17-6985-4c45-82f9-9ee0a1a643fe_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,红本在手，70年产权复式，朝南高楼层看深圳湾海景。,450万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 47.91平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/6df5ff86-8dab-4879-8f43-d7a9afc8799a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,骏皇嘉园带储物间户型，精装修，朝南向，诚心出售,305万,低楼层                                    (共30层)                                                                      | 2006年建 |                                1室0厅 | 32平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/28da3e23-d733-4e67-a0a3-cdbf3654e758_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新房，楼层好，使用率高，空间大，通风采光好,330万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.37平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/f17984c6-14d7-4376-8b75-134cecba4346_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,绿景物业 地铁口小高层带电梯，安静看花园,900万,低楼层                                    (共13层)                                                                      | 1998年建 |                                3室1厅 | 109.71平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/ff3cc01c-a15b-46a3-81a7-fe8604cf7a9d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,经典大跃式 五年唯一 观泳池无摭挡,1550万,高楼层                                    (共13层)                                                                      | 1998年建 |                                5室2厅 | 211.84平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/475d9714-1810-456d-acd2-db8f56637987_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,此房满五，东南向 楼层高视野好。居家装修 刚需可关注,700万,中楼层                                    (共33层)                                                                      | 1996年建 |                                3室2厅 | 108.81平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/d30f17fb-c422-4762-81a7-d9469f853d50_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,朗晴馨洲 3室1厅 南,708万,中楼层                                    (共32层)                                                                      | 2003年建 |                                3室1厅 | 85.9平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/329d216a-4677-49e5-a535-2fa0329547a4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润2房，安静楼层新装修及买及住及租70年产权复式必看好房,270万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.69平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/8addf74a-09ea-4b80-b9af-92e9a8adf29d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,此房高层，业主诚心出售，价格美丽，有阳台。必看好房,585万,高楼层                                    (共32层)                                                                      | 2003年建 |                                2室1厅 | 64.48平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/3509bf76-b505-4683-9466-276d290e3e4d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,新洲大厦  精装三房 花园社区 高层视野好 无遮挡,725万,高楼层                                    (共33层)                                                                      | 1996年建 |                                3室2厅 | 91.92平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/bb9e2dce-de8f-4648-8db4-f8f6b3d98ed6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,上沙地铁站 地理位置好 大实用面积的一房一厅,395万,低楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 56.17平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/690af32d-b649-411f-ae1d-82a1bb1f1ed3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区次新房，精装两房，空中绿化，带车位。,285万,低楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 40.98平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/2d0cf5d4-cec2-48da-b7c6-e6257765e901_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座70年产权复式，业主诚心出售必看好房,368万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 39.97平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/fea3c8cd-5697-432e-8c1f-d6c3ab2652c7_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,精装 看房方便   带燃气带阳台,380万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 39.97平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_r4BRXbaXZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,经典嘉葆润35平方复式，装修好，70年产权必看好房,270万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.32平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/8422f222-f34f-4413-a017-c4c58ec853db_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,无增值税，精装修，高使用率，给您不一样的体验,660万,中楼层                                    (共23层)                                                                      | 1995年建 |                                3室1厅 | 93平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/aa07fcc5-b186-4e7b-9839-598af38dc7af_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,大金沙片区宜居两房，看着小，其实很大！！,560万,中楼层                                    (共15层)                                                                      | 2001年建 |                                2室1厅 | 79.46平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/e3bb30f0-0841-43d5-956c-eb7e55e80ee3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,金福苑地铁口，南向3房2厅，安静满5年红本在手,730万,中楼层                                    (共8层)                                                                      | 1998年建 |                                3室2厅 | 100.27平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/b13abbfc-0f88-4b81-8841-37a791181369_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,特殊户型，带两个露台，带天燃气，红本在手保养好,358万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.52平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/prod-cc11a1d5-a9f2-4e2c-be35-85b5457cb942.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高层西南向看花园，108.81平大三房，业主诚心出售必看好房,680万,中楼层                                    (共33层)                                                                      | 1996年建 |                                3室2厅 | 108.81平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/5efa1e83-4017-4b56-ab0f-74cfb3530212_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,精装两房，红本在手，小区次新房，空中绿化,300万,中楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 41.04平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/2672cea6-9bd9-4d6f-a55a-87691ed4b2fe_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,70年产权，业主诚心卖，户型方正。,555万,中楼层                                    (共20层)                                                                      | 2013年建 |                                3室1厅 | 52.22平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/6d598dcc-ed6d-42d6-b226-b246eccedfa4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高楼层采光好，居住氛围浓厚。期待您的选择！,580万,中楼层                                    (共33层)                                                                      | 1996年建 |                                3室1厅 | 91.92平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/568cbbce-830d-436c-ba1e-6691977842d8_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新房，楼层好，使用率高，空间大，通风采光好,380万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 38.44平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/0ad9b031-f12f-418b-a2d2-99bd8074ccb1_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,南北户型，小高层，楼层好，视野宽阔，小区花园大,765万,中楼层                                    (共8层)                                                                      | 1998年建 |                                4室2厅 | 94.44平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/4137b7e1-1330-400d-ab3e-ead6f0fb4eb0_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉洲豪园精装2房，满5年，看房方便.业主诚心放卖,620万,中楼层                                    (共22层)                                                                      | 2001年建 |                                2室1厅 | 76.75平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/pc1_4DRxChLMb_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新房，二楼空中花园，4房各个房间都不小.,835万,中楼层                                    (共32层)                                                                      | 2012年建 |                                4室1厅 | 80.92平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/0ee4e5cb-78a2-477a-a83e-5a109280df10_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,业主诚心卖，价格可谈，精装两房,370万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 47.91平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-2ee1261d-dabd-4f54-91f6-a4a7053c5c83.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,韵动家园舒适高楼层大三房，精装修，看高尔全景观,800万,高楼层                                    (共29层)                                                                      | 2005年建 |                                3室1厅 | 106.39平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/3da13473-1ec4-4959-bff8-d6975ba71de0_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,花园大社区，灵动空间，双阳台，安静舒适,600万,低楼层                                    (共33层)                                                                      | 1996年建 |                                3室1厅 | 91.92平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/edeb9c18-fd8c-4751-94cd-e16e55d5ab9f_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高层看深圳湾元朗，全明户型，主卧出阳台必看好房,458万,高楼层                                    (共20层)                                                                      | 2013年建 |                                3室1厅 | 43.57平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/3ac5ea33-decb-46ac-bf06-d473261c102b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,一房一厅看购物公园景观，价格实惠，高楼层视野好！,369万,中楼层                                    (共33层)                                                                      | 2007年建 |                                1室1厅 | 39.67平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/5b1a9a32-9420-42e6-958c-c8ee07b61a89_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,楼层好，朝向好，通燃气，使用高，看房方便,380万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 38.44平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/c0cbd5c1-ba18-47b2-b146-c8917ed15982_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座， 经典复式两房。。。。,305万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.69平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/00c13548-3924-4e08-8f4b-88e788d877ac_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
